,Training_1,Training_2,Training_3,Training_4,Training_5,Training_6,Training_7,Training_8,Training_9,Training_10,Training_11,Training_12,Training_13,Training_14,Training_15,Training_16,Training_17,Training_18,Training_19,Training_20,Training_21,Training_22,Training_23,Training_24,Training_25,Training_26,Training_27,Training_28,Training_29,Training_30,Training_31,Training_32,Training_33,Training_34,Training_35,Training_36,Training_37,Training_38,Training_39,Training_40,Training_41,Training_42,Training_43,Training_44,Training_45,Training_46,Training_47,Training_48,Training_49,Training_50,Training_51,Training_52,Training_53,Training_54,Training_55,Training_56,Training_57,Training_58,Training_59,Training_60,Training_61,Training_62,Training_63,Training_64,Training_65,Training_66,Training_67,Training_68,Training_69,Training_70,Training_71,Training_72,Training_73,Training_74,Training_75,Training_76,Training_77,Training_78,Training_79,Training_80
25,-0.044901702,0.057746712,0.089755243,-0.074754572,0.025646167,0.032334003,-0.03350803,0.092337551,-0.073297161,0.019068099,-0.002912428,0.068255256,0.049337177,0.00126678,0.069317156,0.106555366,-0.112369289,-0.097191097,-0.031547476,0.339371549,0.13509742,-0.079589407,0.004967183,0.162270547,0.024136562,-0.128393074,0.010182719,-0.120782754,-0.165622954,-0.203319934,0.132401834,-0.084260339,-0.193144618,0.021554006,-0.113074201,0.176577775,0.018019285,0.066184587,-0.133288589,-0.056123217,-0.150774816,0.22204954,0.019020694,0.073426046,-0.009600447,-0.16185495,-0.147482972,-0.031358639,-0.159147436,0.091330089,-0.210964817,-0.044062324,0.006589119,0.077481593,0.161489794,0.137651339,-0.082937845,-0.068986221,0.09892666,-0.131606779,0,0.013002432,-0.037653048,-0.093486839,0.040097622,-0.001448157,0.182044888,0.249153157,-0.077851313,0.016399767,-0.048290822,0.015534064,0.147372168,0.214451938,-0.15933991,-0.053852388,-0.017285738,0.037457025,-0.089521345,0.020842625
26,-0.101042909,-0.122868851,-0.037720773,0.010900332,0.015382385,0.039850867,-0.20508603,0.000237229,0.207310077,0.087492456,0.021745923,-0.042871218,-0.08532535,-0.043264892,-0.192625683,0.014933701,0.004655854,-0.155547043,0.005099889,0.026088031,-0.028996018,0.135203002,-0.20171483,-0.038128675,0.08558912,0.128148301,0.096277348,0.034942991,-0.152145907,0.006485172,-0.059333376,0.065451446,-0.003109384,0.013056074,-0.083518022,0.071995249,-0.003470578,-0.030628353,-0.023719341,0.274732688,-0.094629869,0.059083821,0.003787482,0.040104347,-0.001964078,0.267977148,-0.075648179,-0.247140671,0.075947684,0.138969579,-0.149637583,-0.0099327,-0.368199925,0.035956603,-0.100326513,-0.17881322,0.015260062,0.062761155,-0.130221465,0.043674031,0,-0.097590933,-0.060721209,-0.078324503,0.153341162,0.170402079,0.028388319,0.102173486,0.021609379,0.098476256,-0.037369531,0.248729513,0.025189824,0.085123417,0.025320423,0.020513204,0.058957238,-0.003844312,0.131315746,-0.025552224
27,-0.0949785,0.050855802,-0.009608223,-0.126099109,-0.128528466,0.084964202,0.241117171,-0.086225112,0.090811677,-0.10050233,0.022476763,0.047225999,0.210542364,-0.029687466,-0.105860363,0.04573685,0.073705347,0.004460596,-0.002830996,0.215456507,-0.109962329,0.144100117,-0.126360634,0.20032123,-0.094085884,0.081559134,-0.008145731,0.019116186,-0.030517404,-0.002336879,-0.049862748,-0.015145399,-0.244821751,0.21048797,-0.054017072,-0.009729341,0.177635144,-0.030302303,0.153512756,0.044195169,0.142114559,0.034127604,-0.063752551,-0.04911502,-0.04949472,0.068596188,-0.065627154,0.039274441,-0.098914371,-0.015622184,0.098252964,-0.060963873,0.014488921,-0.091964047,0.046604853,-0.029401014,-0.108995953,0.0994912,0.07082043,-0.002394008,0,-0.290221861,-0.083500663,0.075179232,-0.165630727,-0.00421083,0.082293158,0.017233279,0.040900082,-0.054202509,-0.126254235,0.034940746,-0.386604683,-0.141107675,-0.039391712,0.006020597,0.08491392,0.090364676,0.051039162,0.181645861
28,-0.105012305,0.053435374,0.015027172,0.072450585,0.07962545,-0.414404447,0.180701234,0.040375071,-0.147417697,0.094733138,-0.059298296,-0.069016736,0.042238274,0.084082507,0.030318156,0.07481707,0.180137817,-0.055478945,0.025550781,0.031820069,0.258251361,-0.180223968,-0.012229533,0.095434581,-0.02774947,-0.147810183,-0.040527739,0.022274745,0.091856461,0.006069842,-0.104965232,-0.092973912,0.17939754,0.144330366,-0.045403391,0.008478259,-0.304025549,-0.042788036,0.079284509,-0.110254621,0.008601142,-0.102037006,0.042856198,0.135276871,-0.086497179,0.082987906,-0.185280106,0.0622771,0.181987747,0.043409565,-0.031124364,0.095613489,-0.113884021,0.052873994,-0.029553503,-0.041851068,-0.073561037,0.0556528,-0.103147351,0.073956954,0,0.000405403,0.040366847,-0.064708817,-0.123272431,0.107052846,0.120864469,0.105601127,-0.040605171,-0.030342374,-0.037756654,0.147315389,-0.265886539,0.077956478,0.02651086,0.067103973,-0.022258669,-0.097433084,-0.018264855,0.003185159
29,-0.012021904,-0.09327374,0.015747887,-0.021859471,0.103744413,-0.019271172,0.035976181,-0.147396924,-0.023315273,0.080852362,-0.002624491,0.023373448,0.120642731,0.192924064,-0.170268466,-0.012571553,0.068274467,0.018482781,-0.01603368,0.175647161,-0.162093178,-0.114190848,0.079672919,-0.178784256,0.046320621,-0.012709695,0.076077635,-0.118281108,-0.120231542,-0.137647134,-0.053113678,0.025850327,0.259452236,-0.177816356,-0.014898799,-0.044897599,0.052232536,0.010204308,0.034352395,-0.139720594,0.165951105,0.017269266,0.010583198,-0.084434777,-0.016948707,-0.158100124,0.002940758,-0.09149896,-0.013476972,0.085421763,-0.019355044,0.005139231,0.033103782,0.148795883,0.037353889,-0.019152772,-0.000960668,0.188268289,0.141456708,0.023918171,0,-0.060637588,0.212358603,-0.10240224,0.042526613,0.002576925,-0.236997314,0.197806726,0.16181587,-0.267023474,-0.140507623,0.238689057,0.08539621,-0.209802968,-0.081752549,-0.035460341,-0.056761714,-0.018503733,0.096809923,0.099452664
30,-0.118703596,-0.09853875,-0.062795545,-0.239382065,0.228021297,0.120457831,-0.076778577,-0.022028265,-0.027460635,0.079570227,0.019764652,0.171016761,-0.102300632,0.014342511,-0.120083938,-0.232573086,-0.103296042,0.051854813,-0.049159465,-0.052663553,0.125384251,0.058184458,0.061555352,0.088246112,0.141552134,-0.103165261,-0.046193729,-0.079215665,0.005467633,-0.042991838,0.089348606,-0.016692121,0.139855585,0.096109643,0.009465909,-0.006678383,0.010628077,-0.133795385,-0.061920167,-0.150545702,0.003563929,0.05729798,-0.064175838,0.110600625,0.042772056,0.215506714,-0.109200061,0.04053533,0.181629219,0.085579505,0.161805393,0.024084144,-0.004728041,-0.120403749,-0.110948406,0.165555077,-0.093673885,0.067389086,0.312753251,-0.014435588,0,-0.028863816,-0.312274592,0.08311536,0.069368758,-0.064401262,-0.114893838,0.048425393,0.0159226,-0.041607658,-0.179945003,-0.053244507,-0.03568492,0.006790589,0.119993584,0.156159875,-0.060335247,0.076203163,-0.095061728,-0.120716091
31,0.062254487,0.018343466,-0.044942456,0.152394298,-0.017242066,0.049854164,-0.106610924,0.060560251,1.63E-05,0.13733585,0.060241704,0.003263432,0.07528325,-0.24891474,0.056547258,-0.079674011,0.065620051,-0.05637221,0.009830682,0.097906898,-0.037153904,-0.263899121,0.118903864,-0.141749964,0.010330193,0.034286736,-0.027331563,-0.077093363,0.00323877,0.107493831,-0.024714235,-0.025414538,0.163818946,0.129433962,-0.10622555,-0.014910011,0.299426518,0.072476507,-0.019262951,0.020824906,0.103232826,0.027551611,-0.034250041,-0.068265632,0.025431334,-0.129237606,-0.048321612,0.118114171,-0.07034673,0.06235812,-0.172223093,-0.01027844,-0.177031664,-0.064192818,-0.180298004,-0.181462216,-0.08435926,-0.003946815,0.265820359,0.018906847,0,0.189047484,-0.239214797,0.14496114,-0.179521684,0.013079802,0.083195442,0.064849312,-0.094720936,0.009848311,0.256921381,0.098412008,-0.091402076,-0.0924249,0.091309295,-0.063746131,0.053706148,-0.115575387,-0.050365675,0.012408448
32,-0.047421036,0.178907796,0.084660252,0.134346016,0.036535423,0.121251424,-0.047341375,-0.135931239,-0.137134611,-0.05490771,0.025470889,-0.061403468,0.084849665,-0.021614452,0.102792224,-0.079727301,0.049934316,0.041069042,-0.124369668,-0.0065417,-0.132518929,-0.284874918,-0.053448377,0.078864557,-0.038407707,-0.010066133,0.035954243,-0.122972291,-0.221525574,0.174790078,0.109352979,-0.001467111,0.018720088,-0.063711553,-0.102140922,0.146357348,-0.215973679,0.089681417,0.108354746,0.032665913,-0.00641355,-0.063809437,-0.073037878,-0.044027983,0.168418286,0.357826364,-0.234661442,-0.182898228,-0.019769055,-0.107555641,0.008970329,-0.096890843,0.105041532,-0.063345195,0.133598366,-0.012989261,-0.030009614,0.207254315,0.007999806,-0.151283913,0,0.051570403,0.062496421,0.16539535,0.139057964,-0.072651171,-0.123448711,-0.006760411,-0.022047461,0.079034359,0.109038031,-0.086942091,-0.016547582,-0.007307501,0.075325503,0.001921821,0.008365836,-0.069540829,-0.01563714,0.152851359
33,-0.144593154,0.177564732,0.103807504,0.058984241,0.084763399,0.102267617,-0.09228373,-0.044603397,-0.079822078,0.047264494,0.032216612,0.046201924,0.003779096,-0.017835037,-0.216075354,0.262463781,0.155217725,-0.027287327,-0.029740893,0.129023101,-0.016410763,0.007247723,0.212000528,0.063451311,-0.001747925,-0.216493183,0.252557731,0.06960924,0.038967323,-0.161755403,0.001055573,-0.003070994,0.014419136,0.246027011,-0.053814493,-0.062165302,-0.107222917,-0.132560364,-0.115281309,0.009505867,0.079755139,-0.062879435,-0.045568066,-0.152482043,-0.026387324,0.117017114,0.07743129,-0.00801508,-0.022968186,-0.234854273,0.018340032,0.106174077,-0.127197447,0.010803213,-0.139843494,-0.06765136,0.020454628,-0.01422857,-0.076382289,0.108464466,0,0.060948192,-0.091171625,0.030390969,-0.031169963,0.015712962,0.016670502,-0.180599067,-0.123874531,-0.061038293,-0.046649969,-0.133234385,0.301039448,-0.11578264,-0.066582413,-0.058839064,0.013888667,0.147519048,-0.015760641,0.174486561
34,0.00896107,-0.027653009,0.014352682,0.051772745,-0.063193064,0.144546731,0.084325911,-0.000909493,-0.038078299,0.037001067,0.00763015,-0.014772171,0.187864229,0.151232471,0.002753505,-0.153606647,-0.001569755,-0.0913715,-0.016623988,-0.146956515,0.063302317,0.215726293,0.005065748,0.185120937,0.039738445,-0.028464956,-0.004276249,-0.036908502,0.254679519,0.095910772,0.087660795,0.013446032,-0.061845262,-0.017304307,0.075332114,-0.227890143,-0.058127621,-0.109450698,-0.25605837,-0.015226717,0.129049597,-0.121873559,0.024634794,0.001529811,-0.058994162,-0.015240679,-0.196756265,-0.243637343,-0.04734095,-0.037217549,-0.170644944,-0.052078313,0.084809902,0.047300363,-0.034177965,-0.172908633,0.168979729,0.114239517,0.07214157,0.134845615,0,-0.078139911,-0.000432977,0.04769355,-0.041255889,0.036335902,-0.079921004,0.225715475,-0.018542676,-0.062403344,0.223726593,0.034960216,0.032835243,0.129965624,-0.052745954,-0.183958335,0.044171337,0.050838392,-0.278365155,-0.006684805
35,0.155047794,0.125435806,-0.020111751,-0.032119968,0.001628254,0.109577427,-0.040905776,0.043431723,-0.106142002,0.350546129,-0.153398919,0.06719324,-0.141089108,0.060119032,-0.187996951,0.051560988,-0.013145151,0.048282767,-0.017784082,-0.075986208,-0.123992055,0.022527227,-0.028594719,0.093955085,0.025626662,-0.065815726,0.005676917,0.080612558,-0.116011537,0.140802201,0.064237792,-0.102059864,0.02856635,-0.054678645,0.025598691,-0.04971287,-0.20019902,0.094377501,-0.081224354,0.025088026,-0.05416685,-0.15646895,-0.108160019,0.065002753,-0.01270847,-0.199033273,-0.030340761,0.045873406,-0.171635734,0.038427134,0.001950051,0.068573471,0.124297797,-0.000863268,-0.029129403,-0.143640559,-0.035396496,-0.145744388,0.057218852,-0.003543727,0,0.001940051,0.013207911,0.02373949,0.286443189,0.088378288,0.254599416,0.123911653,0.05002152,0.133110766,-0.098642713,-0.004047655,-0.21306086,-0.295445838,0.104586897,-0.047438929,0.083275515,0.155218451,0.025325671,-0.010487767
36,-0.083060058,-0.006483602,-0.013757465,-0.00515303,0.061648413,0.22106589,0.081902215,-0.27651721,0.082231313,-0.209258217,-0.002677615,0.059269981,0.115610739,-0.204482967,-0.015234463,0.206696898,0.156075226,-0.004050398,0.019548422,-0.17573198,0.38268895,0.010028949,-0.024557692,0.090912629,-0.117611966,0.045968145,-0.007052378,-0.090646244,-0.105015576,0.087962409,0.039761062,-0.004158381,0.058881503,-0.223488752,0.048971569,-0.068342406,-0.065966397,0.047885119,-0.024360581,0.0662193,-0.025982262,0.037596807,0.130889381,0.065249211,-0.080981679,-0.187997552,-0.226350485,0.067984196,-0.008049493,0.056042826,0.036817015,-0.003113469,0.061093849,0.072059355,-0.151816603,-0.0216477,0.019026892,-0.047410481,-0.05697399,-0.139809338,0,0.099816607,-0.067102737,0.170125046,-0.07349165,0.010019347,-0.029577912,-0.061392253,-0.061948509,0.00835225,-0.174469568,0.201129707,0.126107231,-0.107963126,0.03523688,-0.025260775,0.116219255,0.054243887,0.120760011,-0.06767127
37,-0.069321234,0.065198188,-0.027508764,-0.01654876,-0.187327805,0.315082495,-0.267056545,-0.1102764,-0.075375848,0.04961058,0.208714732,-0.032268143,0.03685924,0.106095202,-0.022463799,0.140065167,-0.137258644,-0.121936272,0.020962425,-0.062581743,0.06135385,-0.111122508,-0.064661569,-0.123582223,0.065418304,-0.044528192,-0.145321198,-0.08154741,0.204899369,-0.102320859,0.048451595,-0.001152665,0.025550475,0.073802475,-0.010201432,-0.060677542,-0.121729549,0.002502381,0.154418954,0.029142831,0.155354955,0.066313819,0.117067698,0.012784313,-0.005885979,0.095833314,-0.026693267,0.105162949,0.035494129,0.392044683,-0.131258958,0.029696745,0.135461522,0.038341597,0.038624824,-0.034938096,-0.00947759,-0.008568529,-0.075689816,0.091352819,0,-0.030097603,0.078517637,-0.106531118,-0.066304047,-0.115300273,0.081403616,-0.139784911,-0.021040651,0.142287776,-0.00439611,0.00404454,-0.103447268,-0.121565717,-0.104580373,0.072695755,-0.254454029,0.046202562,-0.072738214,0.067881737
38,0.133991046,0.02281012,-0.041987558,-0.005651774,-0.129426214,0.014333898,0.003776891,-0.040640922,-0.107924482,-0.094729814,-0.063695751,0.048682649,-0.153839872,-0.110915682,-0.094123609,-0.22489136,-0.026145342,-0.113455465,-0.133958434,0.113074306,0.172867175,0.066562842,-0.105741922,-0.017679412,-0.061763167,0.065563597,-0.018958056,0.123556916,-0.053540329,-0.029451951,-0.072334287,0.098816393,-0.092520849,-0.029801676,-0.070212597,-0.089997275,-0.173134396,-0.059757153,0.028840866,-0.046890149,-0.077278296,0.133264211,-0.151167156,-0.007941372,-0.021409298,-0.012045069,0.158472901,-0.137360925,0.303656344,0.07710977,0.085755329,0.037729153,0.132088764,0.231212819,0.048586325,0.025464209,0.010162173,0.038877539,0.125243792,0.076400022,0,0.273927295,-0.102664687,-0.136179486,-0.065496252,-0.142681293,0.066808097,-0.015874258,-0.063737846,-0.018237569,0.094514565,0.092445486,-0.023623823,-0.09656556,0.017566448,-0.168205581,0.190131359,-0.012904516,0.028656262,0.347622667
39,-0.074085795,-0.223599738,0.009487399,0.035809825,-0.005252572,0.02407684,0.184363575,0.141802571,-0.045654807,-0.039477721,-0.062416741,-0.011020839,0.097973176,0.073522282,-0.233599041,0.146265116,0.031219639,-0.058583634,-0.199466026,-0.264906887,-0.092471369,-0.095920256,0.090079833,0.024822011,0.029960108,-0.121897324,0.01748502,-0.134724939,0.034827145,0.006862802,-0.132999508,0.01291048,0.000539168,-0.020163592,-0.037622032,-0.112845034,0.183616968,0.114862911,0.061584754,0.027647145,-0.056177854,0.321206993,-0.072553326,0.181415743,0.125136474,0.025530845,-0.026249789,-0.007191616,0.11495812,-0.099584286,-0.089206963,0.11463993,-0.020658766,0.182310454,0.199452958,-0.061441758,-0.120054368,-0.123459573,-0.061802649,-0.073835389,0,0.111079176,-0.049622738,-0.001654167,-0.010880701,0.115042324,-0.174306764,-0.012801477,0.030390598,0.131990023,0.08818462,-0.131924301,-0.121587011,0.014496791,0.07117266,-0.095809133,-0.088542,0.258477213,0.018587304,0.034763227
