,Testing_1,Testing_2,Testing_3,Testing_4,Testing_5,Testing_6,Testing_7,Testing_8,Testing_9,Testing_10,Testing_11,Testing_12,Testing_13,Testing_14,Testing_15,Testing_16,Testing_17,Testing_18,Testing_19,Testing_20,Testing_21,Testing_22,Testing_23,Testing_24,Testing_25,Testing_26,Testing_27,Testing_28,Testing_29,Testing_30,Testing_31,Testing_32,Testing_33,Testing_34,Testing_35,Testing_36,Testing_37,Testing_38,Testing_39,Testing_40,Testing_41,Testing_42,Testing_43,Testing_44,Testing_45,Testing_46,Testing_47,Testing_48,Testing_49,Testing_50,Testing_51,Testing_52,Testing_53,Testing_54,Testing_55,Testing_56,Testing_57,Testing_58,Testing_59,Testing_60,Testing_61,Testing_62,Testing_63,Testing_64,Testing_65,Testing_66,Testing_67,Testing_68,Testing_69,Testing_70,Testing_71,Testing_72,Testing_73,Testing_74,Testing_75,Testing_76,Testing_77,Testing_78,Testing_79,Testing_80
25,-0.180477714,-0.133979269,0.062037819,0.139585597,0.159340824,0.043245443,0.085346327,-0.03373151,0.023563794,0.138639409,0.017064605,-0.037554151,-0.121821208,0.010518681,0.116951055,0.040058045,-0.122423389,-0.292588894,0.08393133,-0.012148437,0.080635734,-0.088396618,0.094465534,0.001887253,0.17209808,-0.134326219,0.056697424,-0.000632343,-0.11232025,0.065446799,-0.084419879,-0.032615962,-0.070590756,-0.02561182,0.110685186,0.263659203,0.049399783,0.030603223,0.110961204,-0.11905567,-0.027440912,0.017773444,-0.179232992,-0.005238098,0.266384622,0.134728705,-0.078658587,0.010541003,0.141962407,0.002872078,-0.147852404,-0.058668032,0.058121472,-0.176309591,0.017494531,-0.031023799,0.052396773,-0.203859086,-0.108089265,0.061826221,-0.118661678,0.09669321,0.033998375,-0.179871295,-0.02201171,0.01925272,0.020714917,-0.049588437,-0.029619141,-0.062296094,0.120420482,-0.036965789,0.016429301,0.247041519,-0.285290952,0.062499588,0.118771776,-0.043417952,0.002941341,-0.030698127
26,0.089017168,0.047153575,-0.161589173,-0.000464754,0.205290788,-0.101781014,0.045705466,0.002535474,-0.101944903,-0.074623919,-0.107407601,0.022418764,-0.026646376,0.221508756,-0.048571396,0.078264751,0.002446007,0.035110607,-0.073890254,0.182018629,-0.004810108,-0.157580408,-0.125003635,0.073779205,-0.074124913,-0.096410021,-0.004122294,0.148728707,0.16943661,0.120435353,-0.289451278,-0.05255923,0.036496364,0.216050503,0.013133854,0.064475408,0.007150629,-0.009081478,-0.130742546,-0.017006614,0.030412076,-0.0922709,0.046081357,-0.017548731,-0.030467807,0.007457147,-0.102325476,0.06097944,0.097241536,0.060702541,0.013969563,-0.144324638,-0.1036384,0.022283135,0.285281661,0.11757433,0.026866449,0.051685267,-0.124237274,-0.073385239,-0.034462054,0.149355152,0.043546142,-0.05359668,0.024893133,-0.099771327,0.140987568,0.142727275,0.238263477,-0.060111028,-0.107767382,0.058428217,-0.053869953,0.051751845,-0.025536597,-0.009474092,-0.211867413,-0.289859796,-0.035204998,-0.133243509
27,-0.309323974,0.011233576,0.11450801,-0.127711962,-0.019912987,-0.012859234,-0.042808473,0.05904512,0.129691536,-0.086397799,0.041197329,-0.142855987,-0.173297849,0.073423557,-0.118857658,-0.019853556,0.148596774,-0.080951219,-0.031781974,0.010048637,-0.06951269,0.031239119,-0.130283615,-0.107908494,-0.117292338,0.025186909,0.062173229,0.098695172,-0.096875228,0.195803156,0.001279066,0.016316584,0.052118545,-0.032575383,0.006519117,0.068717323,0.050839638,-0.200975941,-0.078954318,-0.021853945,0.176970874,0.022451975,0.028453345,0.04267628,0.268099447,-0.02609917,-0.114790082,-0.011959644,-0.20949891,-0.012038729,0.004482369,-0.1847536,0.015332885,0.184013553,-0.088168771,0.110841368,-0.046079017,0.110029095,-0.176580158,0.367238735,0.004217185,0.057196157,-0.079658487,0.005656472,0.113850802,-0.04004826,0.109700178,0.129571492,-0.002263813,0.007877241,-0.012911164,-0.143024178,-0.109785944,-0.014827491,0.191325973,-0.041930624,0.097771823,0.084059725,0.013880574,-0.003794789
28,-0.123753522,-0.062042346,-0.044203158,-0.214805066,0.114906187,-0.006231467,-0.137995011,-0.049919606,0.08119961,-0.139259499,0.047483918,-0.116612946,-0.154624023,-0.010520261,0.177298571,-0.059701793,-0.038316945,-0.127505749,-0.017356913,0.085808596,0.004554887,0.046290746,0.168320006,-0.084705688,-0.020093607,0.169943184,0.084486434,-0.104442859,0.134150126,0.043381295,0.052941101,-0.002184255,0.061789521,0.010860527,0.081198651,0.041336434,-0.090483177,-0.155917781,0.030926472,-0.00828511,0.036748384,-0.090987493,0.107318786,0.048067224,-0.114406711,-0.099694133,-0.006982148,-0.075580961,-0.00950888,0.089663053,-0.129176224,-0.070196137,0.121514055,-0.128593843,-0.188915397,-0.167151678,-0.009451646,0.074064659,0.18477708,-0.117854089,0.223029668,0.120861047,0.174751479,0.052927503,0.149881557,-0.0558873,0.026463791,0.018885478,0.220947187,0.081060204,-0.04280281,-0.088315834,0.069937042,0.029661432,-0.117418348,0.231071951,-0.138542848,-0.130681733,-0.156615606,0.254231782
29,0.078778386,0.045136926,0.013395949,-0.191886179,0.034350537,0.058848069,-0.037740949,0.030315089,0.24819355,0.083778315,0.031085221,-0.026566897,-0.15153244,-0.088624694,0.036095332,-0.025856581,-0.102814967,0.075047955,-0.032293351,0.067165383,0.168145045,-0.268919492,-0.067319362,0.012589713,0.036786599,0.176881417,0.065794294,0.134849288,-0.19833669,0.183708849,-0.057009892,-0.04066746,-0.20181605,0.005058419,0.133712306,-0.016989506,-0.201469405,-0.026642928,0.114865541,0.159743757,-0.028948088,0.186030835,0.014795281,0.014228162,-0.098267148,-0.034197206,0.306799565,0.073812454,0.130984514,-0.045192646,-0.003043719,-0.156840226,-0.045750754,0.078710527,-0.132486366,0.02958889,0.079948115,-0.103653429,0.121174825,0.024887794,-0.26795356,-0.126642759,0.086309534,-0.011739971,0.02900357,-0.037529281,0.051828314,0.100392062,-0.092800779,-0.130965561,-0.062163487,0.024942338,-0.003075027,-0.044535376,0.03771506,0.032416552,-0.191378206,0.035351023,0.036157284,-0.109577506
30,0.225926409,0.167356716,0.039494245,0.083242122,0.246399936,0.030617043,-0.261379017,0.060927709,0.138977059,0.053066147,-0.044866331,0.145426309,0.137002992,0.102864879,-0.13133069,-0.045550893,0.106081477,-0.022777829,0.124222262,-0.150492525,0.002107209,0.152970333,-0.106241466,0.022907286,0.020297038,-0.140582023,-0.048967532,-0.187808883,0.033449722,-0.01086515,-0.307712865,-0.048001639,0.023342029,0.001847106,0.048441735,0.134316747,-0.118481812,-0.101988947,-0.051805592,-0.010144122,-0.049006423,-0.113556174,-0.100822267,-0.147982163,0.059311569,-0.084046945,-0.062875829,0.096552831,0.082745218,-0.106943971,0.061802098,0.05125306,0.15729807,0.002064442,-0.323764893,-0.074582346,0.15564667,-0.023078616,-0.00649446,0.084180754,-0.051785939,-0.019573433,0.112378423,-0.095249499,0.136988574,0.048570467,0.028373497,-0.010928983,-0.020938345,-0.054333026,-0.13384861,-0.004754113,-0.037262005,-0.120176505,0.052002185,-0.061782905,0.006443943,0.002143007,0.066954806,0.193687548
31,0.107011467,-0.053374621,0.101971113,0.11949225,0.17216076,-0.025582687,0.080992973,-0.146943082,0.337290604,0.05117389,0.094146338,-0.085050342,-0.011697949,-0.231320199,0.11789559,0.012797436,-0.125299552,0.23980539,0.011699422,0.132256163,0.062533333,0.085588228,0.063156782,0.036261493,0.108629263,-0.130928665,0.028445217,-0.098520564,-0.080789134,-0.163565808,-0.082169848,-0.011993197,0.176475907,0.09893085,-0.051993057,-0.049476226,0.136373785,0.115352917,-0.070663615,0.045209622,0.029818254,0.004717493,0.137336484,-0.078604521,0.055193877,0.037391775,-0.010690587,0.027714893,-0.378770348,0.001017332,-0.05746455,-0.198387355,0.075406204,0.090920689,-0.081845072,-0.100564504,-0.026966525,0.120409244,-0.016236374,0.030421503,-0.028033963,-0.007357265,0.064914409,-0.014097701,-0.097415942,-0.034162957,-3.30E-05,-0.195813151,0.019808744,0.023479526,-0.069963556,0.004736765,-0.177337728,0.068014678,-0.007182597,0.043854534,-0.057231578,-0.169778698,0.057107019,-0.179569549
32,0.192499468,0.037657348,0.100462642,-0.102405231,0.011103342,-0.008864241,0.054490609,-0.169805306,-0.16568429,-0.141466832,-0.079502148,-0.012190276,0.099823532,0.01397067,0.05257437,-0.057421362,0.020734426,-0.053009059,-0.156303835,0.046214863,0.063274099,0.036873017,0.134113155,-0.213757331,0.045225308,-0.180246218,-0.00015418,0.132456466,-0.193374349,0.003718216,-0.046043599,0.044496044,0.00570536,-0.217702106,0.369650348,0.06098156,-0.119657673,0.195255859,-0.101155873,0.005584912,0.038260297,-0.014571269,-0.084913306,-0.055295801,0.141703639,-0.058479276,-0.012640304,-0.06531084,-0.117718905,-0.014608303,-0.006754813,0.081181928,-0.173342339,-0.06962139,0.144165578,0.011722574,-0.081099753,-0.097171651,0.10557245,0.111781429,0.046418277,0.091518237,0.263869418,-0.006215855,0.009779433,-0.04953603,-0.036543428,-0.064999161,0.100275568,0.065115518,-0.035859272,-0.073920482,-0.047256231,-0.224307307,0.146845656,0.152126246,-0.04469148,0.095207532,0.146381766,-0.026705136
33,0.045316416,0.122678371,-0.146715277,0.092242531,-0.082217782,0.177676108,-0.090088336,0.122379841,0.158829858,-0.147546039,0.116890194,-0.02289324,-0.112751188,0.019923471,-0.119589434,-0.25702562,0.143468397,0.046007041,-0.047822569,-0.106545916,-0.021002022,-0.242458945,0.10176886,0.058640498,0.072382014,-0.078397673,-0.092861157,0.042927767,0.025154963,-0.123762772,-0.033615032,-0.013512045,0.093488267,0.038437058,0.096715161,-0.109582429,0.266295643,-0.205587769,0.020481059,-0.042472618,0.064570146,0.081392255,0.089218386,-0.130872944,0.216690813,-0.182660855,0.011498799,-0.091248818,0.077118164,0.038308674,-0.083539811,0.071622602,-0.052820559,-0.041882146,-0.068589521,0.045352796,0.01565109,0.029544023,0.02878429,-0.243298556,-0.058626251,0.143608925,0.02590235,-0.005015931,-0.103424729,-0.098687762,0.034741453,0.0929923,0.03744556,0.094974101,0.17759105,0.06673635,-0.046117071,-0.145393865,-0.158928744,0.125616066,0.059474277,0.102732619,0.158270337,-0.140673191
34,0.150849277,-0.094577024,-0.023915112,-0.064970557,-0.186370556,0.143109316,-0.137903915,-0.041424288,0.06836019,0.143680961,0.124247941,-0.189272441,-0.104078985,0.172197184,-0.09988343,0.21692346,-0.107964183,-0.106657857,0.001688116,0.084116545,-0.027579347,0.272252887,0.065660948,-0.029186641,-0.162439881,0.035776733,0.280042972,-0.130936243,-0.026608513,-0.126206814,-0.119300444,-0.039987056,0.093184247,-0.031638881,0.089934715,0.108261121,0.11071296,0.017083696,-0.157326131,0.057888379,-0.031399305,0.196788603,-0.102792667,-0.080624536,-0.110412928,0.089934773,-0.013115742,-0.194530138,0.014940744,0.014573162,0.050429768,-0.031513827,0.077433145,0.117244739,0.085122142,-0.033590299,0.080852047,-0.101724641,-0.175468228,-0.160005145,-0.006030913,-0.066339533,-0.036791392,-0.067186019,0.083376518,-8.51E-05,0.068768597,0.119437173,-0.008209966,0.07715739,0.021475719,0.024504603,0.173969352,-0.175544475,-0.026916218,0.08076223,-0.026207468,0.072297454,-0.033390215,-0.195790238
35,-0.04109838,-0.15844044,-0.02368493,0.211373112,-0.091142616,-0.057562113,0.028465304,-0.045060307,0.163485415,-0.029285879,0.295575689,0.001688382,-0.018815223,0.312529513,0.026761447,-0.127924013,0.025030517,0.120396338,-0.181020489,-0.053695764,-0.071603695,-0.102464045,-0.018030422,-0.280744899,-0.000531853,0.055865321,0.031612498,0.055539461,0.099824639,0.031645006,-0.205865256,0.030464395,0.031732911,-0.080283267,-0.077096442,0.026951599,0.009139752,-0.010307941,-0.049437194,-0.044188214,0.139979966,-0.019011858,-0.044581241,0.180052307,0.014181439,0.171566137,0.13841422,0.016443865,0.052239685,-0.079664766,0.030413614,0.112520151,0.025860325,-0.132012695,0.12580032,-0.308966388,-0.003062969,-0.036672177,0.031976602,0.018182323,-0.061773437,-0.044988655,0.052057556,0.066661578,-0.043330649,-0.135786873,0.071794401,-0.088828159,-0.266294769,0.084206182,-0.047529974,0.101530506,-0.034620088,-0.001772658,0.144644005,-0.016324907,-0.034090314,-0.123474651,-0.016382846,0.153438569
36,0.301151969,0.089422603,-0.085586023,-0.052481401,0.146639276,0.030578726,-0.153063538,0.031307855,0.036529566,0.099256321,-0.029030377,-0.026176529,-0.070525904,0.149130339,0.031849188,0.075077408,-0.131863724,-0.122477427,-0.35354924,-0.060310868,-0.01123222,-0.081085585,0.090204228,0.048738096,-0.002720662,-0.087722378,-0.12775665,0.262184009,-0.147957962,0.031948897,0.224790227,0.002931367,-0.117473263,0.132474084,-0.065321675,-0.034234153,0.130142665,0.114872299,-0.150326351,-0.037749064,-0.057553053,-0.013456008,0.152995159,0.048058098,-0.065106113,0.004940544,-0.095674918,0.035611017,-0.026256812,-0.026062866,0.029912337,0.048454226,0.207196384,0.018161441,-0.077802642,-0.153659718,0.003010858,-0.043017535,-0.054594644,0.090164849,0.189431794,-0.013125036,-0.034794379,0.033515348,0.135340275,-0.203376355,0.036621679,-0.039311545,-0.095520555,-0.141013228,0.210531989,-0.06536946,-0.08510133,0.029116109,-0.030200892,-0.07280923,0.099306956,0.07315736,-0.140964149,0.007613871
37,0.008447972,-0.029267843,0.181543264,-0.014757532,-0.040752122,0.062911407,0.014739875,-0.203711412,-0.074235142,0.049496209,0.108523766,-0.214041675,0.040447935,-0.090612504,-0.108644973,0.118319805,0.055187833,0.213262062,-0.173116337,0.036568187,-0.099332917,-0.081987503,0.134500696,-0.203979281,0.032081715,-0.022849851,-0.009784535,0.188662326,0.083861813,0.061631429,-0.012014623,0.005519078,-0.150320851,-0.107494616,-0.113269111,-0.041022396,0.001780484,0.046931845,-0.075735428,0.007281917,-0.070880017,-0.030571137,-0.153770833,0.019640075,0.108239178,-0.122993378,-0.011037491,0.076334741,0.001823075,-0.03393443,-0.082124612,0.094059056,0.14248227,0.127490702,-0.167299533,0.099892927,0.033496186,0.072448379,-0.040135391,-0.151808961,0.014285597,0.150742092,-0.104813549,-0.228759629,0.137334729,0.173803904,0.024082564,0.016458345,0.123394064,0.00204961,-0.099665976,0.33418445,-0.022082197,0.127460188,-0.135432564,-0.094917164,-0.15763864,0.122084167,0.015733578,0.119008131
38,0.04546184,-0.117858231,-0.014319022,0.137041653,0.088945867,-0.008734177,-0.072686608,-0.020365125,-0.121098033,-0.231987844,0.175227704,0.177979772,-0.117120635,-0.036367262,0.144339928,0.088840082,0.03669109,-0.044808369,-0.01319413,0.168860433,-0.021496165,0.139096942,0.031358086,0.004806922,-0.01486648,-0.08311145,0.068247555,-0.059152245,0.202973736,-0.084607514,0.174227626,0.047661363,-0.282328755,0.028820139,0.098372563,-0.075801525,0.010966664,-0.17929396,0.09684691,0.077626962,-0.113870757,0.09031372,-0.134016473,-0.132013328,-0.127905935,0.063313929,0.1799486,0.126890984,-0.022701133,-0.101275038,-0.09098203,0.056595335,-0.126859952,0.050291866,-0.11766833,-0.070429174,-0.039146397,0.077873766,-0.111836216,0.203971183,0.001217383,0.220152352,0.045321249,-0.124403761,0.031632899,-0.128607166,0.048804731,0.062095389,-0.037050955,0.12921504,0.160571725,-0.008530308,-0.037830529,-0.065481633,0.030175661,-0.253816013,-0.048641265,-0.075727123,0.089388744,-0.127985587
39,0.061705956,-0.088023673,-0.007462059,0.026154457,-0.256012811,0.003286038,0.025535939,-0.108299937,0.082222839,-0.02656559,-0.093154536,0.189059377,-0.085059214,-0.058398047,-0.007979457,0.023726889,0.019710932,-0.222222051,-0.068613873,-0.162293885,-0.130772682,0.098763157,-0.013680451,-0.130151665,-0.015919918,0.041488036,0.04802842,-0.019460242,-0.033065506,0.13740471,-0.088635662,0.002884021,0.115119943,0.103141926,0.085982058,-0.258816369,0.100862087,0.102356727,0.025286355,0.083761218,-0.025906815,-0.073458545,0.104127787,-0.079025596,0.12019083,-0.120612815,0.155459605,0.087007439,0.059637909,-0.076387769,0.088952282,-0.101924521,0.115384952,0.062078103,0.074802238,0.178048627,0.006117718,0.004924502,-0.018807429,-0.188031225,-0.086090197,-0.014372476,0.278001163,-0.098351387,0.077881596,0.072536057,0.096199272,-0.163211819,0.025632465,0.116301713,0.141890253,-0.218293985,0.003377626,0.214890851,0.043627296,-0.260091784,-0.059306505,-0.052214558,-0.090001012,0.084111328
